"Photon energy, eV","n","k"
1.0923716954458125,1.466771,0
1.0972051985230065,1.466792,0
1.1020816660719974,1.466813,0
1.1070016735098187,1.466835,0
1.1119658065748854,1.466857,0
1.1169746615594567,1.46688,0
1.1220288455484138,1.466902,0
1.1271289766645427,1.466925,0
1.1322756843205453,1.466949,0
1.137469609477979,1.466972,0
1.1427114049133615,1.466996,0
1.1480017354916638,1.46702,0
1.1533412784474393,1.467045,0
1.1587307236738291,1.46707,0
1.1641707740197156,1.467095,0
1.1696621455952803,1.467121,0
1.1752055680862532,1.467147,0
1.1808017850771402,1.467173,0
1.1864515543837293,1.4672,0
1.1921556483951896,1.467227,0
1.1979148544260843,1.467255,0
1.2037299750786379,1.467283,0
1.2096018286156072,1.467311,0
1.2155312493441148,1.46734,0
1.2215190880108346,1.467369,0
1.227566212208908,1.467399,0
1.2336735067970122,1.467429,0
1.2398418743309971,1.46746,0
1.2460722355085398,1.467491,0
1.2523655296272698,1.467523,0
1.2587227150568499,1.467555,0
1.2651447697255074,1.467587,0
1.2716326916215355,1.46762,0
1.2781874993103064,1.467654,0
1.2848102324673545,1.467688,0
1.2915019524281222,1.467722,0
1.2982637427549708,1.467758,0
1.3050967098221022,1.467793,0
1.3120019834190446,1.46783,0
1.3189807173734012,1.467866,0
1.3260340901935797,1.467904,0
1.333163305732255,1.467942,0
1.3403695938713482,1.467981,0
1.3476542112293446,1.46802,0
1.3550184418918,1.46806,0
1.3624635981659308,1.468101,0
1.3699910213602178,1.468142,0
1.3776020825899968,1.468184,0
1.3852981836100526,1.468227,0
1.3930807576752777,1.46827,0
1.4009512704305052,1.468315,0
1.4089112208306787,1.46836,0
1.4169621420925682,1.468405,0
1.425105602679307,1.468452,0
1.433343207319072,1.468499,0
1.441676598059299,1.468547,0
1.4501074553578914,1.468597,0
1.4586374992129378,1.468646,0
1.467268490332541,1.468697,0
1.4760022313464252,1.468749,0
1.4848405680610746,1.468802,0
1.4937853907602376,1.468855,0
1.502838635552724,1.46891,0
1.5120022857695088,1.468966,0
1.5212783734122666,1.469023,0
1.530668980655552,1.46908,0
1.5401762414049653,1.469139,0
1.5498023429137464,1.469199,0
1.5595495274603737,1.46926,0
1.5694200940898697,1.469323,0
1.5794164004216524,1.469386,0
1.5895408645269193,1.469451,0
1.5997959668787058,1.469517,0
1.6101842523779184,1.469584,0
1.6207083324588198,1.469653,0
1.6313708872776278,1.469723,0
1.6421746679880758,1.469794,0
1.6531224991079962,1.469867,0
1.6642172809812041,1.469942,0
1.6754619923391854,1.470018,0
1.6868596929673432,1.470095,0
1.698413526480818,1.470174,0
1.7101267232151685,1.470255,0
1.722002603237496,1.470338,0
1.734044579483912,1.470422,0
1.7462561610295735,1.470508,0
1.7586409564978684,1.470596,0
1.7712026776157104,1.470686,0
1.783945142922298,1.470778,0
1.7968722816391265,1.470871,0
1.8099881377094846,1.470967,0
1.8232968740161721,1.471065,0
1.8368027767866624,1.471166,0
1.850510260195518,1.471268,0
1.8644238711744316,1.471373,0
1.8785482944409047,1.471481,0
1.8928883577572475,1.471591,0
1.9074490374323032,1.471703,0
1.9222354640790653,1.471818,0
1.937252928642183,1.471936,0
1.9525068887102317,1.472057,0
1.9680029751285668,1.472181,0
1.9837469989295955,1.472307,0
1.9997449585983824,1.472437,0
2.0160030476926782,1.47257,0
2.0325276628377003,1.472707,0
2.0493254121173505,1.472847,0
2.0664031238849954,1.47299,0
2.0837678560184827,1.473137,0
2.101426905645758,1.473288,0
2.119387819369226,1.473443,0
2.1376584040189606,1.473602,0
2.156246737966952,1.473766,0
2.1751611830368374,1.473933,0
2.194410397046013,1.474106,0
2.2140033470196374,1.474283,0
2.2339493231189134,1.474464,0
2.2542579533290854,1.474652,0
2.274939218955958,1.474844,0
2.2960034709833277,1.475042,0
2.3174614473476582,1.475245,0
2.3393242911905605,1.475455,0
2.3616035701542804,1.47567,0
2.3843112967903792,1.475892,0
2.4074599501572758,1.476121,0
2.4310624986882297,1.476356,0
2.455132424417816,1.476599,0
2.4796837486619943,1.476849,0
2.5047310592545395,1.477107,0
2.5302895394510148,1.477374,0
2.556374998620613,1.477649,0
2.5830039048562443,1.477932,0
2.6101934196442045,1.478225,0
2.6379614347468023,1.478528,0
2.66632661146451,1.478841,0
2.695308422458689,1.479164,0
2.7249271963318615,1.479498,0
2.7552041651799937,1.479844,0
2.7861615153505555,1.480203,0
2.8178224416613573,1.480573,0
2.850211205358614,1.480958,0
2.883353196118598,1.481356,0
2.9172749984258757,1.481768,0
2.9520044626928503,1.482197,0
2.9875707815204753,1.482641,0
3.0240045715390176,1.483102,0
3.061337961311104,1.483582,0
3.099604685827493,1.48408,0
3.1388401881797394,1.484598,0
3.1790817290538387,1.485137,0
3.220368504755837,1.485698,0
3.2627417745552556,1.486282,0
3.3062449982159925,1.486891,0
3.3509239846783707,1.487527,0
3.396827052961636,1.488189,0
3.444005206474992,1.488882,0
3.492512322059147,1.489605,0
3.5424053552314207,1.490361,0
3.593744563278253,1.491152,0
3.6465937480323443,1.491981,0
3.701020520391036,1.492849,0
3.7570965888818093,1.493759,0
3.8148980748646064,1.494715,0.000102
3.874505857284366,1.495719,0.000107
3.9360059502571336,1.496774,0.000112
3.999489917196765,1.497885,0.000118
4.0650553256754005,1.499055,0.000125
4.132806247769991,1.500288,0.000132
4.202853811291516,1.50159,0.000139
4.275316808037921,1.502966,0.000148
4.350322366073675,1.504421,0.000157
4.428006694039275,1.505961,0.000167
4.508515906658171,1.507595,0.000179
4.592006941966655,1.509329,0.000191
4.678648582381121,1.511173,0.000206
4.7686225935807585,1.513136,0.000222
4.862124997376459,1.515228,0.00024
4.9593674973239885,1.517462,0.00026
